time_index,sea_height
2010102322,90
2010102323,81
201010240 ,81
201010241 ,67
201010242 ,65
201010243 ,68
201010244 ,68
201010245 ,84
201010246 ,96
201010247 ,107
201010248 ,107
201010249 ,116
2010102410,114
2010102411,106
2010102412,106
2010102413,90
2010102414,85
2010102415,84
2010102416,84
2010102417,93
2010102418,102
2010102419,109
2010102420,109
2010102421,112
2010102422,107
2010102423,98
201010250 ,98
201010251 ,79
201010252 ,73
201010253 ,72
201010254 ,72
201010255 ,84
201010256 ,94
201010257 ,105
201010258 ,105
201010259 ,115
2010102510,113
2010102511,106
2010102512,106
2010102513,88
2010102514,80
2010102515,76
2010102516,76
2010102517,81
2010102518,89
2010102519,97
2010102520,97
2010102521,104
2010102522,102
2010102523,94
201010260 ,94
201010261 ,76
201010262 ,68
201010263 ,64
201010264 ,64
201010265 ,73
201010266 ,83
201010267 ,95
201010268 ,95
201010269 ,111
2010102610,113
2010102611,109
2010102612,109
2010102613,93
2010102614,83
2010102615,78
2010102616,78
2010102617,80
2010102618,88
2010102619,97
2010102620,97
2010102621,110
2010102622,111
2010102623,106
201010270 ,106
201010271 ,90
